Schedule_ID,Doctor_ID,Day_Of_Week,Start_Time,End_Time,Slot_Duration_Minutes,Max_Patients
SCHED000062,DOC000013,Tuesday,09:00,17:00,15,32
SCHED000063,DOC000013,Wednesday,09:00,17:00,15,32
SCHED000064,DOC000013,Thursday,09:00,17:00,15,32
SCHED000065,DOC000013,Friday,09:00,17:00,15,32
SCHED000066,DOC000014,Monday,09:00,17:00,15,32
SCHED000067,DOC000014,Tuesday,09:00,17:00,15,32
SCHED000068,DOC000014,Wednesday,09:00,17:00,15,32
SCHED000069,DOC000014,Thursday,09:00,17:00,15,32
SCHED000070,DOC000014,Friday,09:00,17:00,15,32
SCHED000071,DOC000015,Monday,09:00,17:00,15,32
SCHED000072,DOC000015,Tuesday,09:00,17:00,15,32
SCHED000073,DOC000015,Wednesday,09:00,17:00,15,32
SCHED000074,DOC000015,Thursday,09:00,17:00,15,32
SCHED000075,DOC000015,Friday,09:00,17:00,15,32
SCHED000076,DOC000016,Monday,09:00,17:00,15,32
SCHED000077,DOC000016,Tuesday,09:00,17:00,15,32
SCHED000078,DOC000016,Wednesday,09:00,17:00,15,32
SCHED000079,DOC000016,Thursday,09:00,17:00,15,32
SCHED000080,DOC000016,Friday,09:00,17:00,15,32
SCHED000081,DOC000017,Monday,09:00,17:00,15,32
SCHED000082,DOC000017,Tuesday,09:00,17:00,15,32
SCHED000083,DOC000017,Wednesday,09:00,17:00,15,32
SCHED000084,DOC000017,Thursday,09:00,17:00,15,32
SCHED000085,DOC000017,Friday,09:00,17:00,15,32
SCHED000086,DOC000018,Monday,09:00,17:00,15,32
SCHED000087,DOC000018,Tuesday,09:00,17:00,15,32
SCHED000088,DOC000018,Wednesday,09:00,17:00,15,32
SCHED000089,DOC000018,Thursday,09:00,17:00,15,32
SCHED000090,DOC000018,Friday,09:00,17:00,15,32
SCHED000091,DOC000019,Monday,09:00,17:00,15,32
SCHED000092,DOC000019,Tuesday,09:00,17:00,15,32
SCHED000093,DOC000019,Wednesday,09:00,17:00,15,32
SCHED000094,DOC000019,Thursday,09:00,17:00,15,32
SCHED000095,DOC000019,Friday,09:00,17:00,15,32
SCHED000096,DOC000020,Monday,09:00,17:00,15,32
SCHED000097,DOC000020,Tuesday,09:00,17:00,15,32
SCHED000098,DOC000020,Wednesday,09:00,17:00,15,32
SCHED000099,DOC000020,Thursday,09:00,17:00,15,32
SCHED000100,DOC000020,Friday,09:00,17:00,15,32
SCHED000101,DOC000021,Monday,09:00,17:00,15,32
SCHED000102,DOC000021,Tuesday,09:00,17:00,15,32
SCHED000103,DOC000021,Wednesday,09:00,17:00,15,32
SCHED000104,DOC000021,Thursday,09:00,17:00,15,32
SCHED000105,DOC000021,Friday,09:00,17:00,15,32
SCHED000106,DOC000022,Monday,09:00,17:00,15,32
SCHED000107,DOC000022,Tuesday,09:00,17:00,15,32
SCHED000108,DOC000022,Wednesday,09:00,17:00,15,32
SCHED000109,DOC000022,Thursday,09:00,17:00,15,32
SCHED000110,DOC000022,Friday,09:00,17:00,15,32
SCHED000111,DOC000023,Monday,09:00,17:00,15,32
SCHED000112,DOC000023,Tuesday,09:00,17:00,15,32
SCHED000113,DOC000023,Wednesday,09:00,17:00,15,32
SCHED000114,DOC000023,Thursday,09:00,17:00,15,32
SCHED000115,DOC000023,Friday,09:00,17:00,15,32
SCHED000116,DOC000024,Monday,09:00,17:00,15,32
SCHED000117,DOC000024,Tuesday,09:00,17:00,15,32
SCHED000118,DOC000024,Wednesday,09:00,17:00,15,32
SCHED000119,DOC000024,Thursday,09:00,17:00,15,32
SCHED000120,DOC000024,Friday,09:00,17:00,15,32
SCHED000121,DOC000025,Monday,09:00,17:00,15,32
SCHED000122,DOC000025,Tuesday,09:00,17:00,15,32
SCHED000123,DOC000025,Wednesday,09:00,17:00,15,32
SCHED000124,DOC000025,Thursday,09:00,17:00,15,32
SCHED000125,DOC000025,Friday,09:00,17:00,15,32
SCHED000126,DOC000026,Monday,09:00,17:00,15,32
SCHED000127,DOC000026,Tuesday,09:00,17:00,15,32
SCHED000128,DOC000026,Wednesday,09:00,17:00,15,32
SCHED000129,DOC000026,Thursday,09:00,17:00,15,32
SCHED000130,DOC000026,Friday,09:00,17:00,15,32
SCHED000131,DOC000027,Monday,09:00,17:00,15,32
SCHED000132,DOC000027,Tuesday,09:00,17:00,15,32
SCHED000133,DOC000027,Wednesday,09:00,17:00,15,32
SCHED000134,DOC000027,Thursday,09:00,17:00,15,32
SCHED000135,DOC000027,Friday,09:00,17:00,15,32
SCHED000136,DOC000028,Monday,09:00,17:00,15,32
SCHED000137,DOC000028,Tuesday,09:00,17:00,15,32
SCHED000138,DOC000028,Wednesday,09:00,17:00,15,32
SCHED000139,DOC000028,Thursday,09:00,17:00,15,32
SCHED000140,DOC000028,Friday,09:00,17:00,15,32
SCHED000141,DOC000029,Monday,09:00,17:00,15,32
SCHED000142,DOC000029,Tuesday,09:00,17:00,15,32
SCHED000143,DOC000029,Wednesday,09:00,17:00,15,32
SCHED000144,DOC000029,Thursday,09:00,17:00,15,32
SCHED000145,DOC000029,Friday,09:00,17:00,15,32
SCHED000146,DOC000030,Monday,09:00,17:00,15,32
SCHED000147,DOC000030,Tuesday,09:00,17:00,15,32
SCHED000148,DOC000030,Wednesday,09:00,17:00,15,32
SCHED000149,DOC000030,Thursday,09:00,17:00,15,32
SCHED000150,DOC000030,Friday,09:00,17:00,15,32
SCHED000151,DOC000031,Monday,09:00,17:00,15,32
SCHED000152,DOC000031,Tuesday,09:00,17:00,15,32
SCHED000153,DOC000031,Wednesday,09:00,17:00,15,32
SCHED000154,DOC000031,Thursday,09:00,17:00,15,32
SCHED000155,DOC000031,Friday,09:00,17:00,15,32
SCHED000156,DOC000032,Monday,09:00,17:00,15,32
SCHED000157,DOC000032,Tuesday,09:00,17:00,15,32
SCHED000158,DOC000032,Wednesday,09:00,17:00,15,32
SCHED000159,DOC000032,Thursday,09:00,17:00,15,32
SCHED000160,DOC000032,Friday,09:00,17:00,15,32
SCHED000161,DOC000033,Monday,09:00,17:00,15,32
SCHED000162,DOC000033,Tuesday,09:00,17:00,15,32
SCHED000163,DOC000033,Wednesday,09:00,17:00,15,32
SCHED000164,DOC000033,Thursday,09:00,17:00,15,32
SCHED000165,DOC000033,Friday,09:00,17:00,15,32
SCHED000166,DOC000034,Monday,09:00,17:00,15,32
SCHED000167,DOC000034,Tuesday,09:00,17:00,15,32
SCHED000168,DOC000034,Wednesday,09:00,17:00,15,32
SCHED000169,DOC000034,Thursday,09:00,17:00,15,32
SCHED000170,DOC000034,Friday,09:00,17:00,15,32
SCHED000171,DOC000035,Monday,09:00,17:00,15,32
SCHED000172,DOC000035,Tuesday,09:00,17:00,15,32
SCHED000173,DOC000035,Wednesday,09:00,17:00,15,32
SCHED000174,DOC000035,Thursday,09:00,17:00,15,32
SCHED000175,DOC000035,Friday,09:00,17:00,15,32
SCHED000176,DOC000036,Monday,09:00,17:00,15,32
SCHED000177,DOC000036,Tuesday,09:00,17:00,15,32
SCHED000178,DOC000036,Wednesday,09:00,17:00,15,32
SCHED000179,DOC000036,Thursday,09:00,17:00,15,32
SCHED000180,DOC000036,Friday,09:00,17:00,15,32
SCHED000181,DOC000037,Monday,09:00,17:00,15,32
SCHED000182,DOC000037,Tuesday,09:00,17:00,15,32
SCHED000183,DOC000037,Wednesday,09:00,17:00,15,32
SCHED000184,DOC000037,Thursday,09:00,17:00,15,32
SCHED000185,DOC000037,Friday,09:00,17:00,15,32
SCHED000186,DOC000038,Monday,09:00,17:00,15,32
SCHED000187,DOC000038,Tuesday,09:00,17:00,15,32
SCHED000188,DOC000038,Wednesday,09:00,17:00,15,32
SCHED000189,DOC000038,Thursday,09:00,17:00,15,32
SCHED000190,DOC000038,Friday,09:00,17:00,15,32
SCHED000191,DOC000039,Monday,09:00,17:00,15,32
SCHED000192,DOC000039,Tuesday,09:00,17:00,15,32
SCHED000193,DOC000039,Wednesday,09:00,17:00,15,32
SCHED000194,DOC000039,Thursday,09:00,17:00,15,32
SCHED000195,DOC000039,Friday,09:00,17:00,15,32
SCHED000196,DOC000040,Monday,09:00,17:00,15,32
SCHED000197,DOC000040,Tuesday,09:00,17:00,15,32
SCHED000198,DOC000040,Wednesday,09:00,17:00,15,32
SCHED000199,DOC000040,Thursday,09:00,17:00,15,32
SCHED000200,DOC000040,Friday,09:00,17:00,15,32
SCHED000201,DOC000041,Monday,09:00,17:00,15,32
SCHED000202,DOC000041,Tuesday,09:00,17:00,15,32
SCHED000203,DOC000041,Wednesday,09:00,17:00,15,32
SCHED000204,DOC000041,Thursday,09:00,17:00,15,32
SCHED000205,DOC000041,Friday,09:00,17:00,15,32
SCHED000206,DOC000042,Monday,09:00,17:00,15,32
SCHED000207,DOC000042,Tuesday,09:00,17:00,15,32
SCHED000208,DOC000042,Wednesday,09:00,17:00,15,32
SCHED000209,DOC000042,Thursday,09:00,17:00,15,32
SCHED000210,DOC000042,Friday,09:00,17:00,15,32
SCHED000211,DOC000043,Monday,09:00,17:00,15,32
SCHED000212,DOC000043,Tuesday,09:00,17:00,15,32
SCHED000213,DOC000043,Wednesday,09:00,17:00,15,32
SCHED000214,DOC000043,Thursday,09:00,17:00,15,32
SCHED000215,DOC000043,Friday,09:00,17:00,15,32
SCHED000216,DOC000044,Monday,09:00,17:00,15,32
SCHED000217,DOC000044,Tuesday,09:00,17:00,15,32
SCHED000218,DOC000044,Wednesday,09:00,17:00,15,32
SCHED000219,DOC000044,Thursday,09:00,17:00,15,32
SCHED000220,DOC000044,Friday,09:00,17:00,15,32
SCHED000221,DOC000045,Monday,09:00,17:00,15,32
SCHED000222,DOC000045,Tuesday,09:00,17:00,15,32
SCHED000223,DOC000045,Wednesday,09:00,17:00,15,32
SCHED000224,DOC000045,Thursday,09:00,17:00,15,32
SCHED000225,DOC000045,Friday,09:00,17:00,15,32
SCHED000226,DOC000046,Monday,09:00,17:00,15,32
SCHED000227,DOC000046,Tuesday,09:00,17:00,15,32
SCHED000228,DOC000046,Wednesday,09:00,17:00,15,32
SCHED000229,DOC000046,Thursday,09:00,17:00,15,32
SCHED000230,DOC000046,Friday,09:00,17:00,15,32
SCHED000231,DOC000047,Monday,09:00,17:00,15,32
SCHED000232,DOC000047,Tuesday,09:00,17:00,15,32
SCHED000233,DOC000047,Wednesday,09:00,17:00,15,32
SCHED000234,DOC000047,Thursday,09:00,17:00,15,32
SCHED000235,DOC000047,Friday,09:00,17:00,15,32
SCHED000236,DOC000048,Monday,09:00,17:00,15,32
SCHED000237,DOC000048,Tuesday,09:00,17:00,15,32
SCHED000238,DOC000048,Wednesday,09:00,17:00,15,32
SCHED000239,DOC000048,Thursday,09:00,17:00,15,32
SCHED000240,DOC000048,Friday,09:00,17:00,15,32
SCHED000241,DOC000049,Monday,09:00,17:00,15,32
SCHED000242,DOC000049,Tuesday,09:00,17:00,15,32
SCHED000243,DOC000049,Wednesday,09:00,17:00,15,32
SCHED000244,DOC000049,Thursday,09:00,17:00,15,32
SCHED000245,DOC000049,Friday,09:00,17:00,15,32
SCHED000246,DOC000050,Monday,09:00,17:00,15,32
SCHED000247,DOC000050,Tuesday,09:00,17:00,15,32
SCHED000248,DOC000050,Wednesday,09:00,17:00,15,32
SCHED000249,DOC000050,Thursday,09:00,17:00,15,32
SCHED000250,DOC000050,Friday,09:00,17:00,15,32
SCHED000251,DOC000051,Monday,09:00,17:00,15,32
SCHED000252,DOC000051,Tuesday,09:00,17:00,15,32
SCHED000253,DOC000051,Wednesday,09:00,17:00,15,32
SCHED000254,DOC000051,Thursday,09:00,17:00,15,32
SCHED000255,DOC000051,Friday,09:00,17:00,15,32
SCHED000256,DOC000052,Monday,09:00,17:00,15,32
SCHED000257,DOC000052,Tuesday,09:00,17:00,15,32
SCHED000258,DOC000052,Wednesday,09:00,17:00,15,32
SCHED000259,DOC000052,Thursday,09:00,17:00,15,32
SCHED000260,DOC000052,Friday,09:00,17:00,15,32
SCHED000261,DOC000053,Monday,09:00,17:00,15,32
SCHED000262,DOC000053,Tuesday,09:00,17:00,15,32
SCHED000263,DOC000053,Wednesday,09:00,17:00,15,32
SCHED000264,DOC000053,Thursday,09:00,17:00,15,32
SCHED000265,DOC000053,Friday,09:00,17:00,15,32
SCHED000266,DOC000054,Monday,09:00,17:00,15,32
SCHED000267,DOC000054,Tuesday,09:00,17:00,15,32
SCHED000268,DOC000054,Wednesday,09:00,17:00,15,32
SCHED000269,DOC000054,Thursday,09:00,17:00,15,32
SCHED000270,DOC000054,Friday,09:00,17:00,15,32
SCHED000271,DOC000055,Monday,09:00,17:00,15,32
SCHED000272,DOC000055,Tuesday,09:00,17:00,15,32
SCHED000273,DOC000055,Wednesday,09:00,17:00,15,32
SCHED000274,DOC000055,Thursday,09:00,17:00,15,32
SCHED000275,DOC000055,Friday,09:00,17:00,15,32
SCHED000276,DOC000056,Monday,09:00,17:00,15,32
SCHED000277,DOC000056,Tuesday,09:00,17:00,15,32
SCHED000278,DOC000056,Wednesday,09:00,17:00,15,32
SCHED000279,DOC000056,Thursday,09:00,17:00,15,32
SCHED000280,DOC000056,Friday,09:00,17:00,15,32
SCHED000281,DOC000057,Monday,09:00,17:00,15,32
SCHED000282,DOC000057,Tuesday,09:00,17:00,15,32
SCHED000283,DOC000057,Wednesday,09:00,17:00,15,32
SCHED000284,DOC000057,Thursday,09:00,17:00,15,32
SCHED000285,DOC000057,Friday,09:00,17:00,15,32
SCHED000286,DOC000058,Monday,09:00,17:00,15,32
SCHED000287,DOC000058,Tuesday,09:00,17:00,15,32
SCHED000288,DOC000058,Wednesday,09:00,17:00,15,32
SCHED000289,DOC000058,Thursday,09:00,17:00,15,32
SCHED000290,DOC000058,Friday,09:00,17:00,15,32
SCHED000291,DOC000059,Monday,09:00,17:00,15,32
SCHED000292,DOC000059,Tuesday,09:00,17:00,15,32
SCHED000293,DOC000059,Wednesday,09:00,17:00,15,32
SCHED000294,DOC000059,Thursday,09:00,17:00,15,32
SCHED000295,DOC000059,Friday,09:00,17:00,15,32
SCHED000296,DOC000060,Monday,09:00,17:00,15,32
SCHED000297,DOC000060,Tuesday,09:00,17:00,15,32
SCHED000298,DOC000060,Wednesday,09:00,17:00,15,32
SCHED000299,DOC000060,Thursday,09:00,17:00,15,32
SCHED000300,DOC000060,Friday,09:00,17:00,15,32
SCHED000301,DOC000061,Monday,09:00,17:00,15,32
SCHED000302,DOC000061,Tuesday,09:00,17:00,15,32
SCHED000303,DOC000061,Wednesday,09:00,17:00,15,32
SCHED000304,DOC000061,Thursday,09:00,17:00,15,32
SCHED000305,DOC000061,Friday,09:00,17:00,15,32
SCHED000306,DOC000062,Monday,09:00,17:00,15,32
SCHED000307,DOC000062,Tuesday,09:00,17:00,15,32
SCHED000308,DOC000062,Wednesday,09:00,17:00,15,32
SCHED000309,DOC000062,Thursday,09:00,17:00,15,32
SCHED000310,DOC000062,Friday,09:00,17:00,15,32
SCHED000311,DOC000063,Monday,09:00,17:00,15,32
SCHED000312,DOC000063,Tuesday,09:00,17:00,15,32
SCHED000313,DOC000063,Wednesday,09:00,17:00,15,32
SCHED000314,DOC000063,Thursday,09:00,17:00,15,32
SCHED000315,DOC000063,Friday,09:00,17:00,15,32
SCHED000316,DOC000064,Monday,09:00,17:00,15,32
SCHED000317,DOC000064,Tuesday,09:00,17:00,15,32
SCHED000318,DOC000064,Wednesday,09:00,17:00,15,32
SCHED000319,DOC000064,Thursday,09:00,17:00,15,32
SCHED000320,DOC000064,Friday,09:00,17:00,15,32
SCHED000321,DOC000065,Monday,09:00,17:00,15,32
SCHED000322,DOC000065,Tuesday,09:00,17:00,15,32
SCHED000323,DOC000065,Wednesday,09:00,17:00,15,32
SCHED000324,DOC000065,Thursday,09:00,17:00,15,32
SCHED000325,DOC000065,Friday,09:00,17:00,15,32
SCHED000326,DOC000066,Monday,09:00,17:00,15,32
SCHED000327,DOC000066,Tuesday,09:00,17:00,15,32
SCHED000328,DOC000066,Wednesday,09:00,17:00,15,32
SCHED000329,DOC000066,Thursday,09:00,17:00,15,32
SCHED000330,DOC000066,Friday,09:00,17:00,15,32
SCHED000331,DOC000067,Monday,09:00,17:00,15,32
SCHED000332,DOC000067,Tuesday,09:00,17:00,15,32
SCHED000333,DOC000067,Wednesday,09:00,17:00,15,32
SCHED000334,DOC000067,Thursday,09:00,17:00,15,32
SCHED000335,DOC000067,Friday,09:00,17:00,15,32
SCHED000336,DOC000068,Monday,09:00,17:00,15,32
SCHED000337,DOC000068,Tuesday,09:00,17:00,15,32
SCHED000338,DOC000068,Wednesday,09:00,17:00,15,32
SCHED000339,DOC000068,Thursday,09:00,17:00,15,32
SCHED000340,DOC000068,Friday,09:00,17:00,15,32
SCHED000341,DOC000069,Monday,09:00,17:00,15,32
SCHED000342,DOC000069,Tuesday,09:00,17:00,15,32
SCHED000343,DOC000069,Wednesday,09:00,17:00,15,32
SCHED000344,DOC000069,Thursday,09:00,17:00,15,32
SCHED000345,DOC000069,Friday,09:00,17:00,15,32
SCHED000346,DOC000070,Monday,09:00,17:00,15,32
SCHED000347,DOC000070,Tuesday,09:00,17:00,15,32
SCHED000348,DOC000070,Wednesday,09:00,17:00,15,32
SCHED000349,DOC000070,Thursday,09:00,17:00,15,32
SCHED000350,DOC000070,Friday,09:00,17:00,15,32
SCHED000351,DOC000071,Monday,09:00,17:00,15,32
SCHED000352,DOC000071,Tuesday,09:00,17:00,15,32
SCHED000353,DOC000071,Wednesday,09:00,17:00,15,32
SCHED000354,DOC000071,Thursday,09:00,17:00,15,32
SCHED000355,DOC000071,Friday,09:00,17:00,15,32
SCHED000356,DOC000072,Monday,09:00,17:00,15,32
SCHED000357,DOC000072,Tuesday,09:00,17:00,15,32
SCHED000358,DOC000072,Wednesday,09:00,17:00,15,32
SCHED000359,DOC000072,Thursday,09:00,17:00,15,32
SCHED000360,DOC000072,Friday,09:00,17:00,15,32
SCHED000361,DOC000073,Monday,09:00,17:00,15,32
SCHED000362,DOC000073,Tuesday,09:00,17:00,15,32
SCHED000363,DOC000073,Wednesday,09:00,17:00,15,32
SCHED000364,DOC000073,Thursday,09:00,17:00,15,32
SCHED000365,DOC000073,Friday,09:00,17:00,15,32
SCHED000366,DOC000074,Monday,09:00,17:00,15,32
SCHED000367,DOC000074,Tuesday,09:00,17:00,15,32
SCHED000368,DOC000074,Wednesday,09:00,17:00,15,32
SCHED000369,DOC000074,Thursday,09:00,17:00,15,32
SCHED000370,DOC000074,Friday,09:00,17:00,15,32
SCHED000371,DOC000075,Monday,09:00,17:00,15,32
SCHED000372,DOC000075,Tuesday,09:00,17:00,15,32
SCHED000373,DOC000075,Wednesday,09:00,17:00,15,32
SCHED000374,DOC000075,Thursday,09:00,17:00,15,32
SCHED000375,DOC000075,Friday,09:00,17:00,15,32
SCHED000376,DOC000076,Monday,09:00,17:00,15,32
SCHED000377,DOC000076,Tuesday,09:00,17:00,15,32
SCHED000378,DOC000076,Wednesday,09:00,17:00,15,32
SCHED000379,DOC000076,Thursday,09:00,17:00,15,32
SCHED000380,DOC000076,Friday,09:00,17:00,15,32
SCHED000381,DOC000077,Monday,09:00,17:00,15,32
SCHED000382,DOC000077,Tuesday,09:00,17:00,15,32
SCHED000383,DOC000077,Wednesday,09:00,17:00,15,32
SCHED000384,DOC000077,Thursday,09:00,17:00,15,32
SCHED000385,DOC000077,Friday,09:00,17:00,15,32
SCHED000386,DOC000078,Monday,09:00,17:00,15,32
SCHED000387,DOC000078,Tuesday,09:00,17:00,15,32
SCHED000388,DOC000078,Wednesday,09:00,17:00,15,32
SCHED000389,DOC000078,Thursday,09:00,17:00,15,32
SCHED000390,DOC000078,Friday,09:00,17:00,15,32
SCHED000391,DOC000079,Monday,09:00,17:00,15,32
SCHED000392,DOC000079,Tuesday,09:00,17:00,15,32
SCHED000393,DOC000079,Wednesday,09:00,17:00,15,32
SCHED000394,DOC000079,Thursday,09:00,17:00,15,32
SCHED000395,DOC000079,Friday,09:00,17:00,15,32
SCHED000396,DOC000080,Monday,09:00,17:00,15,32
SCHED000397,DOC000080,Tuesday,09:00,17:00,15,32
SCHED000398,DOC000080,Wednesday,09:00,17:00,15,32
SCHED000399,DOC000080,Thursday,09:00,17:00,15,32
SCHED000400,DOC000080,Friday,09:00,17:00,15,32
SCHED000401,DOC000081,Monday,09:00,17:00,15,32
SCHED000402,DOC000081,Tuesday,09:00,17:00,15,32
SCHED000403,DOC000081,Wednesday,09:00,17:00,15,32
SCHED000404,DOC000081,Thursday,09:00,17:00,15,32
SCHED000405,DOC000081,Friday,09:00,17:00,15,32
SCHED000406,DOC000082,Monday,09:00,17:00,15,32
SCHED000407,DOC000082,Tuesday,09:00,17:00,15,32
SCHED000408,DOC000082,Wednesday,09:00,17:00,15,32
SCHED000409,DOC000082,Thursday,09:00,17:00,15,32
SCHED000410,DOC000082,Friday,09:00,17:00,15,32
SCHED000411,DOC000083,Monday,09:00,17:00,15,32
SCHED000412,DOC000083,Tuesday,09:00,17:00,15,32
SCHED000413,DOC000083,Wednesday,09:00,17:00,15,32
SCHED000414,DOC000083,Thursday,09:00,17:00,15,32
SCHED000415,DOC000083,Friday,09:00,17:00,15,32
SCHED000416,DOC000084,Monday,09:00,17:00,15,32
SCHED000417,DOC000084,Tuesday,09:00,17:00,15,32
SCHED000418,DOC000084,Wednesday,09:00,17:00,15,32
SCHED000419,DOC000084,Thursday,09:00,17:00,15,32
SCHED000420,DOC000084,Friday,09:00,17:00,15,32
SCHED000421,DOC000085,Monday,09:00,17:00,15,32
SCHED000422,DOC000085,Tuesday,09:00,17:00,15,32
SCHED000423,DOC000085,Wednesday,09:00,17:00,15,32
SCHED000424,DOC000085,Thursday,09:00,17:00,15,32
SCHED000425,DOC000085,Friday,09:00,17:00,15,32
SCHED000426,DOC000086,Monday,09:00,17:00,15,32
SCHED000427,DOC000086,Tuesday,09:00,17:00,15,32
SCHED000428,DOC000086,Wednesday,09:00,17:00,15,32
SCHED000429,DOC000086,Thursday,09:00,17:00,15,32
SCHED000430,DOC000086,Friday,09:00,17:00,15,32
SCHED000431,DOC000087,Monday,09:00,17:00,15,32
SCHED000432,DOC000087,Tuesday,09:00,17:00,15,32
SCHED000433,DOC000087,Wednesday,09:00,17:00,15,32
SCHED000434,DOC000087,Thursday,09:00,17:00,15,32
SCHED000435,DOC000087,Friday,09:00,17:00,15,32
SCHED000436,DOC000088,Monday,09:00,17:00,15,32
SCHED000437,DOC000088,Tuesday,09:00,17:00,15,32
SCHED000438,DOC000088,Wednesday,09:00,17:00,15,32
SCHED000439,DOC000088,Thursday,09:00,17:00,15,32
SCHED000440,DOC000088,Friday,09:00,17:00,15,32
SCHED000441,DOC000089,Monday,09:00,17:00,15,32
SCHED000442,DOC000089,Tuesday,09:00,17:00,15,32
SCHED000443,DOC000089,Wednesday,09:00,17:00,15,32
SCHED000444,DOC000089,Thursday,09:00,17:00,15,32
SCHED000445,DOC000089,Friday,09:00,17:00,15,32
SCHED000446,DOC000090,Monday,09:00,17:00,15,32
SCHED000447,DOC000090,Tuesday,09:00,17:00,15,32
SCHED000448,DOC000090,Wednesday,09:00,17:00,15,32
SCHED000449,DOC000090,Thursday,09:00,17:00,15,32
SCHED000450,DOC000090,Friday,09:00,17:00,15,32
SCHED000451,DOC000091,Monday,09:00,17:00,15,32
SCHED000452,DOC000091,Tuesday,09:00,17:00,15,32
SCHED000453,DOC000091,Wednesday,09:00,17:00,15,32
SCHED000454,DOC000091,Thursday,09:00,17:00,15,32
SCHED000455,DOC000091,Friday,09:00,17:00,15,32
SCHED000456,DOC000092,Monday,09:00,17:00,15,32
SCHED000457,DOC000092,Tuesday,09:00,17:00,15,32
SCHED000458,DOC000092,Wednesday,09:00,17:00,15,32
SCHED000459,DOC000092,Thursday,09:00,17:00,15,32
SCHED000460,DOC000092,Friday,09:00,17:00,15,32
SCHED000461,DOC000093,Monday,09:00,17:00,15,32
SCHED000462,DOC000093,Tuesday,09:00,17:00,15,32
